"stop_id","pid","reason_for_stop","reason_for_stopcode","reason_for_stop_code_text","reason_for_stop_detail","reason_for_stop_explanation"
"5908","1","Knowledge of outstanding arrest warrant/wanted person","","","","KNOWN WARRANT"
"5909","1","Traffic Violation","54373","21453(C) VC - FAIL STOP LINE/ETC AT RED (I) 54373","Moving Violation","red arrow"
"5910","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Equipment Violation","expired registration"
"5911","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"5912","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speeding"
"5913","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","MOBILE DEVICE"
"5914","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","Window Tint"
"5915","1","Reasonable Suspicion","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423","Officer witnessed commission of a crime","drug paraphernalia"
"5916","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","Speed"
"5917","1","Knowledge of outstanding arrest warrant/wanted person","","","","warrant"
"5918","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"5919","1","Reasonable Suspicion","32101","602(N) PC - TRESPAS:DRIV ON PRIV PROP (M) 32101","Other Reasonable Suspicion of a crime","Trespass veh habitation"
"5920","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"5921","1","Traffic Violation","66288","22112(C) VC - FAIL BUS STOP SIGN USE (I) 66288","Moving Violation","Rolled through stop sign"
"5922","1","Traffic Violation","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880","Equipment Violation","NO PLATES"
"5923","1","Knowledge of outstanding arrest warrant/wanted person","","","","BENCH WARRANTS"
"5924","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"5925","1","Traffic Violation","54208","4454(A) VC - NO REGISTRATION IN VEH (I) 54208","Equipment Violation","Subject did not have any reg displayed"
"5926","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","EXPIRED REISTRATION"
"5926","2","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","PASSENER"
"5927","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"5928","1","Traffic Violation","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193","Equipment Violation","Vehicle did not have any working taillights"
"5929","1","Traffic Violation","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122","Moving Violation","Ran red light"
"5930","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","UNSAFE SPEED"
"5931","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","SPEEDING"
"5932","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speeding"
"5933","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed unsafe"
"5934","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","UNSAFE SPEED"
"5935","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speeding"
"5936","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"5937","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speeding"
"5938","1","Traffic Violation","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880","Equipment Violation","REAR PLATE"
"5939","1","Reasonable Suspicion","32093","602(I) PC - TRESPASS:DESTROY FENCE (M) 32093","Witness or Victim identification of Suspect at the scene","Trespassing radio call for service"
"5940","1","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","54.0110 SDMC"
"5941","1","Traffic Violation","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967","Equipment Violation","brake light out"
"5942","1","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","Vehicle habitation"
"5943","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"5944","1","Traffic Violation","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566","Non-moving Violation, including Registration Violation","DRIV WAS ON PHONE IN HAND WHILE DRIVING"
"5945","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"5946","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Witness or Victim identification of Suspect at the scene","Subject placed on mental hold for DTS"
"5947","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","Expired registration"
"5948","1","Traffic Violation","54338","4464 VC - DISPLAY ALTERED LIC PLATE (I) 54338","Equipment Violation","Modify plate"
"5949","1","Investigation to determine whether the person was truant","","","","mental hold"
"5950","1","Reasonable Suspicion","23106","485 PC - APPROPR LOST PROP (M) 23106","Officer witnessed commission of a crime","485 pc shopping cart"
"5951","1","Knowledge of outstanding arrest warrant/wanted person","","","","Warrant was found"
"5952","1","Knowledge of outstanding arrest warrant/wanted person","","","","knowledge of outstanding warrant"
"5953","1","Consensual Encounter resulting in a search","","","","consent contact// no search// FIs completed"
"5954","1","Consensual Encounter resulting in a search","","","","Consent contact// No search// FIs completed"
"5955","1","Reasonable Suspicion","42116","23152(F) VC - DUI ANY DRUG (M) 42116","Officer witnessed commission of a crime","Subject crashed into Stop sign and tried to drive away"
"5956","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","TENT/ BARRIER IN PARK"
"5956","2","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","TENT/ BARRIER IN PARK"
"5956","3","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","TENT/ BARRIER IN PARK"
"5957","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","no license plate"
"5958","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","Speed"
"5959","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","TENT/BARRIER SET UP IN PARK"
"5960","1","Reasonable Suspicion","35353","11377(A) HS - POSSESS CNTL SUB (M) 35353","Other Reasonable Suspicion of a crime","Possesion of controlled substance"
"5961","1","Traffic Violation","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566","Moving Violation","Cell Phone"
"5962","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","STRUCTURE SET UP IN PARK"
"5963","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Other Reasonable Suspicion of a crime","Veh hab/72 hr viol"
"5964","1","Traffic Violation","54306","22400(A) VC - DRIVE TOO SLOWLY/ETC (I) 54306","Moving Violation","Impeding Traffic"
"5965","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed"
"5966","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","Speed"
"5967","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","CIRCULAR RED"
"5968","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","Speed"
"5969","1","Investigation to determine whether the person was truant","","","","was outside an apartment when he yelled and pounded on the door"
"5970","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Moving Violation","subject was detained pending investigation for no bicycle light"
"5971","1","Traffic Violation","54115","22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115","Moving Violation","Made u-turn in fron of me from #2 lane of traffic"
"5972","1","Reasonable Suspicion","22004","459 PC - BURGLARY (F) 22004","Matched suspect description","males were seen loitering around a US Post Office Mailbox at 0330 hours"
"5973","1","Reasonable Suspicion","52821","29010(A) PC - UNLAWFUL MFG OF FIREARM (M) 52821","Officer witnessed commission of a crime","firearm in plane view"
"5974","1","Reasonable Suspicion","29050","10852 VC - TAMPER WITH VEHICLE (M) 29050","Matched suspect description","MATCHED SUSPECT DESCRIPTION OF RADIO CALL"
"5975","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Other Reasonable Suspicion of a crime","FEMALE WAS SUFFERING A MENTAL BREAKDOWN AND THREATENED TO KILL HERSELF"
"5976","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","Driving above posted speed limit."
"5977","1","Traffic Violation","54088","21650.1 VC - OPR BIKE:RD/ETC:WRONG WAY (I) 54088","Moving Violation","WRONG DIRECTION"
"5978","1","Traffic Violation","54192","24409(A) VC - FAIL DIM BEAMS:ONCOMING (I) 54192","Moving Violation","did not deactivate high beams within 500ft of incoming traffic"
"5979","1","Traffic Violation","66412","24400(B) VC - HEADLAMP VIOL DARK/WEATHR (I) 66412","Equipment Violation","as above"
"5980","1","Traffic Violation","54522","21456.2(A) VC - BICYCLE OPR OBEY VEH LAWS (I) 54522","Moving Violation","bicycle on sidewalk"
"5981","1","Reasonable Suspicion","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Officer witnessed commission of a crime","false reg displayed"
"5982","1","Traffic Violation","54019","21202(A) VC - FAIL RIDE BIKE:RT EDGE RD (I) 54019","Moving Violation","riding bike on the wrong side of the road"
"5983","1","Reasonable Suspicion","53151","415(3) PC - OFFENSIVE WORDS IN PUB PL (I) 53151","Matched suspect description","CALLER WANTED TO COMMITE SUICIDE"
"5984","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","PUBLIC OFFENSE"
"5985","1","Traffic Violation","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967","Equipment Violation","Third break light out."
"5986","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Moving Violation","no headlight on bicycle at night"
"5987","1","Reasonable Suspicion","41069","25612.5(C)(1) BP - FAIL TO POST:NO LOITERING (M) 41069","Officer witnessed commission of a crime","LOITERING"
"5988","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","no licse plate and made illegal u turn. contacted driver. no 4th no wants. 28 locally. verbal warning and field interview."
"5989","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no light"
"5990","1","Reasonable Suspicion","23132","487(A) PC - GRDTHFT:MONEY/LABOR/PROP (F) 23132","Matched suspect description","Female was already detained by loss prevention"
"5991","1","Known to be on Parole / Probation / PRCS / Mandatory Supervision","","","","on parole for 459"
"5992","1","Reasonable Suspicion","23127","22435.2(A) BP - REM SHOPPING/LAUNDRY CART (M) 23127","Officer witnessed commission of a crime","SHOPPING CART"
"5993","1","Traffic Violation","66412","24400(B) VC - HEADLAMP VIOL DARK/WEATHR (I) 66412","Equipment Violation","as above"
"5994","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no light"
"5995","1","Reasonable Suspicion","16048","422(A) PC - THRTN CRIME:INT:TERRORIZE (M) 16048","Matched suspect description","verbal 415"
"5995","2","Reasonable Suspicion","16048","422(A) PC - THRTN CRIME:INT:TERRORIZE (M) 16048","Matched suspect description","verbal 415"
"5996","1","Traffic Violation","66412","24400(B) VC - HEADLAMP VIOL DARK/WEATHR (I) 66412","Equipment Violation","headlights not on"
"5997","1","Traffic Violation","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880","Equipment Violation","no front plate"
"5998","1","Reasonable Suspicion","13045","242 PC - BATTERY (M) 13045","Matched suspect description","THREW SMALL OBJECT AT INDIVIDUAL"
"5999","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","67 MPH ON 45"
"6000","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","as above"
"6001","1","Traffic Violation","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880","Equipment Violation","REFLECTIVE MATERIAL GONE"
"6002","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no light"
"6003","1","Reasonable Suspicion","23127","22435.2(A) BP - REM SHOPPING/LAUNDRY CART (M) 23127","Officer witnessed commission of a crime","SHOPPING CART"
"6004","1","Traffic Violation","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122","Moving Violation","drove through red light"
"6005","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","window tint"
"6006","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","ran stop sign"
"6007","1","Investigation to determine whether the person was truant","","","","as above"
"6008","1","Reasonable Suspicion","42099","23152(B) VC - DUI 0.08 W/PR:PER 23550VC (F) 42099","Officer witnessed commission of a crime","Witness ceash"
"6009","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speeding"
"6010","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","expired tabs displayed"
"6011","1","Traffic Violation","54480","38335 VC - HEADLAMP VIOLATION (I) 54480","Equipment Violation","NO BIKE LIGHT"
"6012","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","ROLLED THROUGH STOP SIGN"
"6013","1","Traffic Violation","54480","38335 VC - HEADLAMP VIOLATION (I) 54480","Equipment Violation","both headlights were not turned on"
"6014","1","Traffic Violation","54144","24603(B) VC - STOPLAMPS VIOL:SPEC VEH (I) 54144","Equipment Violation","REAR PASSENGER SIDE BRAKE LIGHTS INOP"
"6015","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","URINATING IN PUBLIC."
"6016","1","Reasonable Suspicion","23273","459.5(A) PC - SHOPLIFTING (M) 23273","Witness or Victim identification of Suspect at the scene","Suspect shoplifted merchandize from a retail store"
"6017","1","Reasonable Suspicion","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423","Officer witnessed commission of a crime","Observed him smoking from meth pipe"
"6018","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"6019","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","subject called 911 stating that he was planning to commit suicide"
"6020","1","Traffic Violation","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967","Equipment Violation","Third break light out"
"6020","2","Traffic Violation","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967","Equipment Violation","Passenger of vehicle pulled over"
"6021","1","Traffic Violation","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967","Equipment Violation","3RD BRAKE LIGHT NOT OPERATING"
"6022","1","Reasonable Suspicion","42125","23221(B) VC - ALC/MARIJ AS PASSENGR HWY (I) 42125","Officer witnessed commission of a crime","passengers had alcohol in front and back of vehicle"
"6022","2","Reasonable Suspicion","42125","23221(B) VC - ALC/MARIJ AS PASSENGR HWY (I) 42125","Officer witnessed commission of a crime","passengers had alcohol in front and back of vehicle"
"6022","3","Reasonable Suspicion","42125","23221(B) VC - ALC/MARIJ AS PASSENGR HWY (I) 42125","Officer witnessed commission of a crime","passengers had alcohol in front and back of vehicle"
"6022","4","Reasonable Suspicion","42125","23221(B) VC - ALC/MARIJ AS PASSENGR HWY (I) 42125","Officer witnessed commission of a crime","passengers had alcohol in front and back of vehicle"
"6023","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","fail to stop at limit line stop sign"
"6024","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","expired reg for 12 days"
"6025","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","expired tabs"
"6026","1","Traffic Violation","54319","22100(B) VC - LEFT TURN INTERSECTN VIOL (I) 54319","Moving Violation","improper u-turn"
"6027","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","subj did not stop at line at stop sign"
"6027","2","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign-passenger"
"6027","3","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","passenger"
"6028","1","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Matched suspect description","TRESSPASSING"
"6028","1","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Witness or Victim identification of Suspect at the scene","TRESSPASSING"
"6029","1","Traffic Violation","66943","21651(A)(1) VC - DRV HWY ACROSS DIV SECTN (I) 66943","Moving Violation","Was on highway and crossed over divider white lines"
"6030","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","subject was stopped for being found in vehicle"
"6031","1","Knowledge of outstanding arrest warrant/wanted person","","","","Outstanding suspect for vandalism"
"6032","1","Traffic Violation","54186","22102 VC - ILEGAL UTURN:BUS DIST/ETC (I) 54186","Moving Violation","uturn"
"6033","1","Reasonable Suspicion","32102","602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102","Matched suspect description","Loitering behind business, refusing to leave"
"6034","1","Traffic Violation","54788","5201(C) VC - UNLAW LIC PLATE COVERING (I) 54788","Equipment Violation","Plate cover"
"6035","1","Reasonable Suspicion","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143","Other Reasonable Suspicion of a crime","RADIO CALL OF SUBJECT SEEING PEOPLE"
"6036","1","Reasonable Suspicion","52136","417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136","Matched suspect description","Radio call"
"6037","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","Subject made threats to harm self."
"6037","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Other Reasonable Suspicion of a crime","Subject made threats to harm self."
"6038","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","Ran Stop Light"
"6039","1","Traffic Violation","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967","Equipment Violation","right brake light was out"
"6040","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","failed to stop at limit line"
"6041","1","Reasonable Suspicion","23087","484(A) PC - PETTY THEFT (M) 23087","Matched suspect description","shoplift"
"6041","1","Reasonable Suspicion","23087","484(A) PC - PETTY THEFT (M) 23087","Witness or Victim identification of Suspect at the scene","shoplift"
"6041","2","Reasonable Suspicion","23087","484(A) PC - PETTY THEFT (M) 23087","Matched suspect description","shoplift"
"6041","2","Reasonable Suspicion","23087","484(A) PC - PETTY THEFT (M) 23087","Witness or Victim identification of Suspect at the scene","shoplift"
"6041","3","Reasonable Suspicion","23087","484(A) PC - PETTY THEFT (M) 23087","Witness or Victim identification of Suspect at the scene","shoplift"
"6041","3","Reasonable Suspicion","23087","484(A) PC - PETTY THEFT (M) 23087","Matched suspect description","shoplift"
"6042","1","Reasonable Suspicion","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005","Other Reasonable Suspicion of a crime","Subject was passed out in parking lot under influence of alcohol"
"6043","1","Reasonable Suspicion","12004","211 PC - ROBBERY (F) 12004","Witness or Victim identification of Suspect at the scene","shoplifting with force and fesr and injury"
"6043","1","Reasonable Suspicion","12004","211 PC - ROBBERY (F) 12004","Matched suspect description","shoplifting with force and fesr and injury"
"6043","2","Reasonable Suspicion","12004","211 PC - ROBBERY (F) 12004","Witness or Victim identification of Suspect at the scene","shoplift with force or fear and injury"
"6043","2","Reasonable Suspicion","12004","211 PC - ROBBERY (F) 12004","Matched suspect description","shoplift with force or fear and injury"
"6044","1","Traffic Violation","54086","23103(A) VC - RECKLESS DRIVING:HIGHWAY (M) 54086","Moving Violation","reckless driving"
"6045","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Equipment Violation","Stop sign violation"
"6046","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","registration expired greater that 6 months"
"6047","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","subject was spinning rear wheels in heavy rain."
"6048","1","Reasonable Suspicion","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Officer witnessed commission of a crime","EXPIRED REG ON DISABLED VEH IN TRAFFIC LANES"
"6049","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","expired tabs"
"6050","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","CELLPHONE"
"6051","1","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Matched suspect description","transient sleeping in carport"
"6051","1","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Officer witnessed commission of a crime","transient sleeping in carport"
"6052","1","Known to be on Parole / Probation / PRCS / Mandatory Supervision","","","","pcrs violation"
"6053","1","Reasonable Suspicion","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143","Matched suspect description","matched description of subject walking in the middle of the street and throwing objects at cars"
"6054","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Officer witnessed commission of a crime","APPEARED TO BE HOMELESS JUVENILE, EMACIATED, A SOILED IN URINE."
"6055","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","expired reg"
"6056","1","Traffic Violation","54115","22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115","Equipment Violation","Unsafe lane change"
"6057","1","Knowledge of outstanding arrest warrant/wanted person","","","","10851"
"6058","1","Reasonable Suspicion","38025","273.5 PC - INFLICT CRPL INJ SP/COHAB (F) 38025","Matched suspect description","Matched sus desc"
"6059","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"6060","1","Traffic Violation","66473","25252 VC - WRNING LMP EMERG VEH VIOL (I) 66473","Moving Violation","ran red light"
"6061","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Officer witnessed commission of a crime","female was 5150"
"6062","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
"6063","1","Reasonable Suspicion","52136","417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136","Matched suspect description","was a subject of a 417"
"6064","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","suspended reg"
"6065","1","Traffic Violation","54370","22356(B) VC - EXCEED POSTED SPEED LIMIT (I) 54370","Moving Violation","t stop speeding"
"6066","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","expired tabs displayed"
"6067","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Non-moving Violation, including Registration Violation","window tint violation"
"6068","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
"6069","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
"6070","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
"6071","1","Known to be on Parole / Probation / PRCS / Mandatory Supervision","","","","Parole hold"
"6072","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","expired reg"
"6073","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
"6074","1","Reasonable Suspicion","52510","30605(A) PC - ILL POSS ASSAULT WPN (F) 52510","Other Reasonable Suspicion of a crime","in possession of 2 illegal assault rifles"
"6075","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","RAN STOP SIGN"
"6076","1","Traffic Violation","66303","22500(C) VC - PARKING VIOL SAFETY ZONE (I) 66303","Non-moving Violation, including Registration Violation","t stop, illegal parking in red zone"
"6076","2","Traffic Violation","66303","22500(C) VC - PARKING VIOL SAFETY ZONE (I) 66303","Non-moving Violation, including Registration Violation","t stop, illegal parking in red zone"
"6077","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","expired reg, no license, no insurance, no registration"
"6078","1","Reasonable Suspicion","23103","488/666 PC - PET THFT W/PR PT/GT BURG/ (F) 23103","Matched suspect description","Suspect who stole items from store"
"6079","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","window tint"
"6080","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
"6081","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","RAN STOP SIGN"
"6082","1","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Matched suspect description","radio call"
"6082","1","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Witness or Victim identification of Suspect at the scene","radio call"
"6083","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
